TOT_POP,40-49,50-59,60-69,70-79,80+,White-alone pop,POP_ESTIMATE_2018,High school diploma only 2014-18,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
90064,10529,14191,12410,7487,3913,84242,90064,22077,20784,43877,42054,91442,22194,70866,33304,25583,6626,8750,2233,5786
648360,78918,77599,68946,39788,22610,470814,648360,107189,136950,322030,311265,637123,120771,484318,212372,154497,35931,57985,14701,36429
38072,4458,3901,3628,2336,1322,31115,38072,7028,9526,14878,14114,37700,6933,27785,12934,9447,2101,3201,921,2028
7649,871,1056,1505,935,350,5791,7649,1965,1904,2488,2196,7568,2554,6316,2805,2059,670,962,274,691
52592,6340,6374,6108,4158,2145,42712,52592,10640,10483,20979,20116,51594,11992,39222,20430,14983,3743,5847,1477,3699
8200,840,1005,1089,700,365,7519,8200,1717,1804,4080,3901,8147,2034,6074,2494,1774,452,867,253,526
110445,11509,13441,14025,9185,4116,55688,110445,20957,25708,40598,37447,107902,24267,80973,38682,26316,9193,12334,3679,8569
35451,4263,5138,4809,2732,1286,17966,35451,9831,6736,14591,13861,35981,7858,28016,14917,11122,2747,4659,1067,2476
105630,14103,14258,11949,5736,2902,60829,105630,11295,18766,53303,51353,102212,18766,79216,32731,26617,4744,8537,2131,4587
7437,764,999,1129,641,535,6438,7437,1989,1890,4129,4003,7561,2163,5734,2419,1921,445,703,200,493
23551,2770,2974,2743,2060,980,22167,23551,5059,5576,11535,11122,22839,5298,17380,8250,6378,1411,2181,598,1421
3910,460,606,640,463,217,3785,3910,980,1103,1343,1238,4161,1198,3200,1643,1162,382,451,127,339
10178,952,1425,1461,895,636,9905,10178,2333,2724,5725,5579,10293,2986,7619,3587,2766,559,846,246,622
14354,1265,2011,2876,1881,903,13715,14354,5422,2844,4743,4425,14498,4882,11720,6363,4524,1463,1956,473,1453
7348,846,1016,924,673,365,6004,7348,1724,1344,3105,2989,7591,1985,5648,2925,2214,604,909,229,603
6352,969,830,691,422,278,2306,6352,1863,1218,2256,2160,6503,1362,5241,2879,2227,595,1010,240,522
46721,5485,5929,4788,2224,1110,32945,46721,11054,9701,19519,18541,45067,6771,34281,16508,12033,3242,4427,1098,2637
162805,17081,18591,16666,9697,5976,142759,162805,29250,19155,79859,77274,160646,29386,138344,46390,37491,8124,11793,3326,7784
3023,295,432,503,354,245,2948,3023,796,909,1468,1424,3019,1067,2437,1077,877,209,313,90,234
36629,4143,4987,4894,3065,1819,35410,36629,12229,5899,14392,13506,36602,9240,27944,13376,10255,3367,3870,1004,2789
59131,7112,7443,8645,5681,3047,53965,59131,17045,10620,20928,19608,60963,16998,46932,26929,18022,6707,7954,1790,5202
45388,5658,5727,5367,3827,1854,41081,45388,9987,7634,19385,18670,43878,10665,35197,15848,11932,3329,4379,1164,2898
44785,5514,5523,4911,3431,2389,39895,44785,11856,6723,19640,18910,45056,10058,36658,14817,11547,2729,3734,1049,2568
5393,559,785,1103,678,297,4671,5393,962,1315,3029,2924,5270,1941,4542,1956,1549,282,534,157,375
382378,46017,50294,42983,23768,13324,323311,382378,79198,67045,193092,185115,375702,73222,292648,122068,97159,23704,32229,8088,20228
36277,3802,4701,4675,2692,1865,33160,36277,8433,9181,19109,18487,36945,8966,28393,12256,9966,2191,3086,914,2254
64135,7804,9323,8469,4843,2773,60867,64135,16190,16081,33580,32477,63445,14882,49987,22912,18945,3515,4896,1501,3665
13044,1629,1911,1747,1104,669,12681,13044,4170,2921,6015,5720,13311,3320,10270,4959,3564,1026,1220,342,879
1282,113,167,211,117,126,1130,1282,422,265,688,667,1373,424,1017,449,323,70,120,36,97
135693,17090,21977,17745,10291,6029,129624,135693,28658,31889,77606,75630,133967,30378,105971,39992,33275,6143,9375,2854,6639
503310,63444,67641,53460,31300,18474,376026,503310,113580,70711,239206,227001,510563,98279,383450,151561,118870,25533,47189,12135,26093
26282,3445,4810,4136,1906,621,24823,26282,4374,6449,14963,14538,24553,5592,20564,6408,4730,1212,1666,552,1191
6968,949,1099,1003,616,322,6348,6968,1957,1616,2880,2761,6852,1842,5948,2411,1886,453,674,189,481
22763,2718,2794,2667,1538,925,11278,22763,5379,4097,7927,7538,22936,4515,16928,9764,7702,1921,2946,702,1686
20455,2496,2274,1862,1014,590,17854,20455,3338,3185,9145,8893,21409,3404,14756,6801,5194,1109,1827,449,1099
63626,7927,8466,7818,4943,2718,42298,63626,14171,13427,29207,28039,63664,14291,48165,26793,20037,5188,8231,1993,4755
140625,19696,19734,16380,10149,4282,124544,140625,27216,27862,73090,71059,128874,27113,107293,43770,32832,8715,11832,2969,7415
27346,2662,3278,4575,3382,1773,25401,27346,5107,6860,12248,11647,28382,9026,21886,9318,6872,1715,3173,913,2014
50112,5622,6596,6862,4579,2914,43885,50112,12850,12113,22203,21020,51374,13829,40275,20089,14902,3980,5007,1435,3604
4212,439,526,632,431,337,3717,4212,1016,1014,2048,1981,4209,1353,3220,1488,1066,253,414,125,328
1200,116,194,157,141,96,1107,1200,300,341,577,560,1414,454,953,489,332,97,151,39,104
97331,10930,10747,9678,5976,2933,89755,97331,15218,18239,46386,43492,93420,17194,68740,29970,24403,5179,7731,2212,4943
13422,1389,1953,2186,1733,841,9949,13422,3112,3581,5046,4804,13506,4652,10960,5389,3858,1185,1764,467,1185
18853,2329,2685,2485,1743,851,14090,18853,4357,3877,9067,8744,18013,4678,14558,6332,4498,1253,1967,492,1154
53591,6502,8150,7259,4473,2645,51015,53591,13795,13080,22877,21711,53955,13782,42821,20886,14559,4561,5593,1441,3818
1187,110,175,219,120,110,1148,1187,278,320,743,724,1256,415,966,427,313,78,118,35,92
16434,1879,2224,1969,1486,877,15845,16434,4551,3393,6858,6589,16777,4447,12820,6313,4731,1388,1759,461,1321
32598,3902,4610,4076,2661,1701,30726,32598,9738,6175,16991,16446,32655,8174,25127,12315,8794,2398,3060,799,2098
37543,4797,5829,4879,3450,1814,35268,37543,9234,9335,17791,17191,37825,9707,29751,14788,10294,3211,4127,1096,2907
29483,3473,4554,4444,2590,1483,26960,29483,8437,7464,14850,14130,29057,7541,23708,11331,9388,1744,2773,800,1947
18217,2209,2659,2708,1970,720,17801,18217,5638,2795,7162,6863,17940,5028,14389,7779,5525,2103,2380,601,1709
20478,2384,2997,2761,1684,922,18141,20478,5781,4921,10679,10347,20531,5137,16021,7640,5880,1284,1829,528,1317
25300,3307,3631,3288,1928,938,24289,25300,4437,5324,14071,13576,25191,5651,20166,7148,5223,1449,1890,573,1327
34335,4266,5224,4657,2394,1726,33543,34335,6965,8199,18595,17951,33739,7670,26747,11483,8586,1881,2436,721,1734
3578,245,477,877,716,296,3301,3578,1269,852,1117,1045,3547,1793,3141,1450,930,341,544,159,403
17761,2186,2614,2650,1820,1020,17303,17761,5332,3859,7065,6719,17830,5164,14451,7611,5072,1879,2260,569,1625
39383,4754,5837,6833,4868,2273,35312,39383,8461,12198,14706,14117,37306,12967,33469,14753,9739,2736,4054,1197,2816
154475,18300,18887,16796,9804,5485,92316,154475,34179,28391,70364,66703,156433,30466,116048,60668,48160,11197,16391,4093,9514
5180493,657620,652618,554495,316057,194900,3391043,5180493,837569,910060,2611512,2506103,5238541,1005046,4050821,1586911,1215246,256526,436733,123364,242072
72679,8934,9251,8218,5342,2756,54941,72679,17039,15805,32624,31421,71614,15322,55503,27053,19204,5300,7240,1831,4771
622213,65801,45359,35371,21191,11030,577806,622213,47202,109272,299868,291391,576496,59457,414503,136659,116061,15286,27505,8431,16376
134214,16816,15841,12674,7508,3461,95776,134214,25063,29886,52791,50341,128753,21027,99312,45278,35355,7862,12096,3008,6961
17987,1880,2455,2823,1733,1161,14396,17987,3883,4431,8725,8388,18195,5588,14306,5836,3906,1102,1676,502,1139
33700,3554,4637,5161,3660,1686,16931,33700,8996,6494,12548,11959,34156,10223,27221,14159,10208,2880,4805,1220,2734
167529,19276,21028,21489,13144,7689,151042,167529,32066,43446,75912,72186,163368,39318,129906,58109,42869,9073,14975,4477,9333
23878,3229,3475,2886,1855,820,23195,23878,7226,4547,10612,10197,23722,5247,18473,9730,6946,2153,2496,609,1596
77296,7897,7904,6915,3957,1828,51476,77296,11331,13337,37503,35935,73742,11463,61850,28365,22513,4672,6872,1800,3829
23537,2360,2795,2633,1740,1142,14387,23537,5880,3602,8991,8562,23992,5481,18666,9554,7541,1746,2713,675,1689
10105518,1350076,1306003,1014325,572530,356275,7151444,10105518,1416482,1790808,5136341,4896512,10105722,1800341,7916625,2877316,2097906,434075,952335,237766,434790
19432,2097,2953,2721,1707,1134,18792,19432,5705,4313,10932,10631,19409,5316,15101,6690,5451,1175,1727,487,1231
16622,1792,2456,2616,1715,1019,16214,16622,5781,3069,7189,6806,17070,5099,13235,6513,4473,1378,1816,493,1301
85202,10732,11178,9171,5593,2956,57219,85202,14003,19547,40297,38731,84840,16183,63660,31549,23109,5415,8115,2029,4811
3038,300,425,491,331,262,2985,3038,865,804,1701,1656,3048,1003,2400,1126,854,195,289,85,217
2806,282,351,439,277,206,2750,2806,764,746,1252,1210,2860,867,2166,1075,856,188,285,80,202
4321,428,828,869,498,250,4171,4321,1331,1221,2274,2186,4354,1446,3682,1699,1355,320,453,136,346
35185,4185,4407,4715,2750,1866,33438,35185,7268,9973,18306,17763,35569,8746,26926,13291,11094,1963,2978,817,2043
15042,1531,2370,3018,1882,839,12848,15042,3294,4074,7612,7239,15004,5390,12468,5335,4152,1003,1529,466,1166
24032,2649,3166,3231,2260,1136,16712,24032,7659,4264,9009,8542,24145,6342,18364,10004,7419,2103,2839,719,1905
49615,5237,5339,5188,2919,1887,47046,49615,7469,10039,27695,27046,48834,9288,37978,15585,13330,2217,3367,973,2260
39583,5160,5586,5341,3825,1836,38577,39583,11681,6483,14752,14050,39824,10474,31434,17046,12008,4389,4953,1230,3495
465735,55621,60518,56992,34959,14568,394949,465735,74194,105108,250005,240941,445551,95558,364959,135008,93065,28056,35775,10881,25303
7790,910,1060,1047,665,414,7592,7790,2173,1644,3898,3784,7912,1998,5942,2792,2210,507,718,203,515
34711,3968,5196,4401,2835,1365,32821,34711,8915,7183,17560,17067,33554,8041,26457,12666,8942,2570,3227,829,2199
130441,16239,18938,19252,11539,7120,120735,130441,47524,22429,57081,53754,133160,36302,105430,50764,35635,10589,14002,3743,9652
700832,92591,101384,78455,42089,23538,568343,700832,96532,111551,378401,361302,704476,131932,531946,197045,145753,32426,50762,13964,30857
218022,27338,29986,29932,20936,9368,190301,218022,40579,46025,93849,90456,203360,53519,170912,68790,50761,14692,20520,5479,13414
13335,1577,1655,1558,1133,630,8811,13335,3633,2735,5366,5142,13519,3354,10435,5750,4205,1189,1632,410,1113
8653,1043,1222,1061,701,370,8387,8653,2516,1710,4574,4427,8685,2012,6508,3194,2447,728,905,224,580
43172,4765,6081,7505,5142,2296,41322,43172,9381,10391,19913,19078,41387,13513,34926,13766,10303,2853,4209,1257,3132
1259201,164480,182705,156989,90662,50401,948504,1259201,164936,251606,670739,648277,1241860,273867,995170,370560,273672,66006,99988,27329,62896
251446,28462,27763,24277,14848,8399,219324,251446,42417,43477,129176,120986,248279,44560,176966,79300,66185,13175,23073,6157,13824
6411,863,914,918,650,335,6066,6411,1912,1044,3536,3429,6302,1856,5197,2564,1840,581,724,183,503
9914,958,1256,1235,920,639,9525,9914,2704,1969,4536,4372,10111,2793,7537,3571,2495,778,942,261,696
742474,84144,102761,90071,54029,33224,570700,742474,122362,146393,362858,347399,748680,166403,588260,243784,186478,43395,61088,17686,40685
434051,51110,59054,54258,32093,17486,283556,434051,95090,85657,215064,205660,437038,96599,338593,162438,117153,29168,47667,11475,26396
13932,1789,2014,2170,1349,673,13631,13932,4384,2259,4924,4535,14348,4117,11053,6664,4432,1783,1942,452,1406
4074,368,634,605,360,266,3482,4074,1019,941,1918,1831,4139,1155,3106,1347,1037,276,398,118,296
4903,498,613,627,424,320,4703,4903,954,1193,2390,2347,5041,1425,3697,1703,1316,245,393,112,289
50923,6123,7581,6405,4245,2392,48961,50923,11968,12911,25289,24014,51619,12307,39503,17568,13313,3451,4415,1243,3076
16841,2032,2353,2341,1567,926,16133,16841,4079,3955,7423,6943,17267,4624,13301,6621,4815,1355,1673,478,1217
40599,5044,5504,4677,2983,1947,37084,40599,11374,10162,17766,16934,41319,9162,32645,16787,13809,3272,3870,1067,2839
702455,82249,73342,61610,35539,21780,320374,702455,83572,77255,404610,382140,672391,113026,574961,184189,142590,28049,46523,14899,23638
308570,41697,48575,36173,19862,9421,287376,308570,54107,68215,165849,160050,308043,58774,236174,95299,75812,15989,21851,6106,14123
54793,5855,5535,5203,3030,1445,39857,54793,5818,8241,28216,27121,52744,8639,44874,17221,13776,2911,4398,1167,2632
12392,1504,1633,1770,1107,550,7355,12392,3303,2618,5119,4865,12426,3373,9616,5504,3962,992,1645,375,914
49568,6401,7587,6583,3786,1893,48252,49568,13735,9856,26132,25182,49564,11201,38506,17448,13131,3693,4696,1157,2969
43545,4169,5477,5582,3637,1687,40488,43545,9700,8405,18562,17642,43181,10289,35552,15399,12301,3446,3899,1135,2971
151132,18404,23157,20726,11446,6783,142168,151132,29457,32092,82759,80927,147958,34833,122183,45677,32989,9182,12030,3308,7788
513607,58302,62882,56903,30772,18267,415897,513607,86432,106544,246605,237249,510484,97508,381688,167339,134354,26904,48040,10991,26937
254607,27309,28310,25579,15329,9538,203448,254607,41380,49587,118786,114544,245720,46694,191746,84638,69987,14450,24021,6123,14230
4280,407,560,661,588,299,4145,4280,974,1055,1779,1724,4122,1351,3385,1710,1198,326,531,140,371
68192,8241,10363,9265,5491,2865,65787,68192,17352,18633,33151,31719,68617,16363,53768,25894,20217,5037,5936,1682,4425
36925,4678,4896,4336,3239,1529,31592,36925,8229,8212,16123,15456,37242,8512,28519,14890,10866,3051,4011,1021,2672
8278,958,1163,1088,798,457,5624,8278,2201,1440,3792,3610,8360,2362,6481,3608,2547,698,1069,260,647
7081,653,970,1355,885,491,6776,7081,1631,2045,3318,3115,6864,2625,5762,2450,1746,558,779,224,577
78753,8550,9482,9129,5423,3579,69088,78753,16126,14123,40008,38906,78013,16826,61977,26592,20824,5114,6595,1784,4455
67744,6963,7053,6122,3453,2539,59377,67744,13459,14741,32013,31093,69628,11458,51780,22233,18071,2676,4312,1220,2981
120636,14356,14396,13027,8135,4745,109483,120636,26762,23227,56624,55069,118522,23997,90509,41462,32674,8401,10324,2776,6897
8058,868,1179,1101,651,508,7866,8058,2100,1926,4533,4428,8105,2184,6190,2721,2160,449,681,191,480
35873,4304,5066,4241,2882,1887,34684,35873,8997,9549,19500,18890,35816,8587,27619,11253,9750,1656,2741,815,1931
27610,2790,4097,5439,3569,1838,26665,27610,6652,6560,15499,14940,27443,10267,23121,9725,7584,1674,2603,794,1945
79074,9124,12352,11580,6778,4168,74215,79074,21907,18650,41426,40138,79680,20684,62814,26362,22048,4626,6547,2000,4867
9534,1133,1403,1658,963,397,9107,9534,2414,2281,4932,4764,9342,2685,7458,3208,2387,524,812,231,580
31304,3889,4182,3527,2600,1173,30308,31304,7994,4501,10114,9482,31424,7187,23988,13421,9715,3895,4133,1005,2933
24947,2825,3021,2941,2094,1400,24056,24947,5277,5474,13845,13564,24741,6207,19380,8624,6996,1172,1782,531,1299
1234,127,148,207,159,92,1159,1234,238,312,467,450,1114,354,989,504,346,100,155,41,112
13338,1286,1532,1376,729,346,3953,13338,2758,2699,5098,4609,13290,2252,8859,4420,3366,866,1437,360,822
337890,43417,45724,38800,21004,10336,271103,337890,55710,71449,164757,157181,321184,62311,255997,113161,89087,16966,32399,7860,17168
3253,369,459,454,288,187,3100,3253,507,832,1978,1932,3348,781,2505,1223,889,235,337,90,238
222631,27312,23690,20159,10692,4504,200859,222631,27163,36131,114386,111001,194843,29297,171450,67042,55721,9209,16168,4227,9355
150056,17234,20950,24959,16729,6799,135957,150056,25183,27521,73974,70909,147514,42681,123068,41312,29044,7800,14186,4299,8763
33363,3584,4254,4014,2293,1668,31729,33363,6665,7768,17328,16870,32875,7783,24667,10869,8954,1607,2584,716,1683
57618,6902,9436,9359,5359,2800,55543,57618,18321,12181,26683,25618,57230,16027,46994,20413,14568,4694,5619,1644,4357
4794,566,599,437,232,163,4419,4794,885,974,1796,1727,4836,798,3385,1547,1219,211,432,102,226
24644,3080,3494,3124,1975,1025,23591,24644,7391,3947,9366,8895,24413,5718,18767,10471,7263,2725,3090,728,2157
8812,1208,1108,985,719,409,5511,8812,3069,1425,2679,2539,8896,1960,7139,3662,2649,717,1117,270,650
36791,4040,4738,4330,2906,2144,34720,36791,8926,8482,19361,18832,36576,9091,27808,11542,9371,2101,2961,877,2125
41933,5949,6350,5251,2383,704,39713,41933,4029,6585,24320,23581,39731,6731,31680,8062,6209,1345,2481,739,1473
24842,3061,3495,3766,2507,1186,24219,24842,9108,4103,9309,8709,25496,7413,19729,10895,7714,2750,3085,737,2248
3582,375,454,486,365,259,3350,3582,822,919,1566,1515,3602,1088,2758,1287,949,245,374,102,264
6666,1056,1009,771,532,198,5751,6666,1740,1712,2586,2480,6661,1468,5580,2723,1920,476,651,174,449
222846,30230,31238,25889,15771,8109,173845,222846,46018,49695,109604,105359,214049,46215,172638,82042,57661,15402,21440,5672,13864
126770,12673,15222,17187,13186,6535,111195,126770,20560,35576,49774,46985,126516,35231,99458,44926,32025,7991,11673,3761,8393
101104,11907,13249,12049,7382,4384,91568,101104,23341,21797,48018,46121,99258,22152,76369,36985,24285,8279,10507,2489,7140
7060,773,806,847,540,288,6864,7060,1439,1759,3831,3723,6862,1645,5040,2048,1567,354,547,152,364
1445,151,160,250,191,91,1394,1445,587,340,482,456,1860,657,1114,496,351,102,166,47,116
487204,61314,60218,49054,26333,15099,414056,487204,77890,95824,264356,257650,467235,81860,365889,148872,128427,20330,33176,9120,21031
25473,3110,3293,3157,1954,1132,22908,25473,8177,4340,10804,10470,25763,6046,19646,9326,6994,2018,2417,643,1647
12190,1499,1825,1473,1133,564,11431,12190,2187,2290,6288,6119,12022,2958,9491,3677,2781,613,909,256,630
178599,21937,27485,24708,15340,8441,156053,178599,38655,37135,88712,85260,180129,45203,147082,56682,44272,12073,16542,4546,10688
26409,3189,3641,3744,2108,1068,25326,26409,6559,4927,6554,6067,27548,6579,20354,13465,9404,3707,4010,937,2771
87606,10207,10981,13534,8602,3907,75494,87606,15925,22532,39715,38151,87497,24313,68893,26895,19635,5888,8749,2543,5676
106408,14183,15061,11526,6948,2920,90343,106408,22762,21110,50113,48219,102623,18389,80726,34873,25187,7158,9608,2495,5984
9809,1099,1520,1376,1059,450,6448,9809,2433,1992,4636,4485,9797,2590,7909,4104,3061,788,1226,313,739
34909,3509,3850,3663,2107,1757,33752,34909,6450,6449,20433,20069,34692,6858,25476,9005,7872,1463,2215,663,1553
18897,2492,2721,2294,1382,661,17705,18897,5842,3155,7351,7022,18411,3792,14460,7182,4902,1773,2125,546,1404
58672,6460,9150,9253,5683,2912,56594,58672,15078,11566,31142,30167,59676,16414,48234,19410,15145,3754,4898,1472,3428
26718,3271,3712,3873,2453,1370,25997,26718,9057,5175,9832,9139,27000,7153,21134,11393,8454,3007,3348,796,2382
6120,634,804,887,551,279,4411,6120,1696,1140,2048,1930,6259,1667,4778,2847,2055,721,919,213,584
590925,80916,77358,61451,35047,15025,521266,590925,80427,109691,275152,264818,535187,96577,435191,177437,147965,27802,46565,11942,28102
35886,4057,5045,4974,3397,1689,33703,35886,10064,6632,15592,15129,35398,9615,27745,14384,10737,3281,3955,1042,2816
13158,1376,1610,1449,888,684,12029,13158,2720,2133,5247,5015,13368,2865,9500,5028,3790,892,1620,401,958
24277,2720,2837,2518,1462,856,22871,24277,4357,4644,12278,11935,23188,4546,17204,7669,6641,1130,1698,459,1085
6254,726,956,910,646,397,5930,6254,1908,1213,3039,2945,6361,1916,5033,2637,1807,640,736,197,551
14190,1640,1382,1154,853,429,13978,14190,2378,1620,5376,5077,14415,2414,9486,5427,4193,778,1896,439,925
19026,2148,2736,2955,1836,1159,6861,19026,5529,3966,7832,7445,19913,5537,15676,8716,6678,1726,3044,746,1665
3079,359,419,327,200,123,2923,3079,581,607,1336,1300,3067,630,2210,1047,804,169,289,72,177
14306,1745,2022,1699,1328,683,9391,14306,4074,3220,6115,5904,14563,3706,11152,5904,4327,1284,1753,449,1229
11321,1112,1567,1728,1015,913,10930,11321,2968,2907,5943,5815,11577,3637,8853,3787,3045,693,1029,306,774
16786,1976,2169,1962,1004,438,15062,16786,3775,3632,8170,7894,17088,3163,12249,5399,3797,1006,1334,366,899
23145,3024,3542,3313,2300,865,22480,23145,7278,4023,9417,9045,22942,6025,18441,9842,6897,2444,2806,696,1957
2279,217,304,446,333,166,1151,2279,594,419,830,784,2140,913,1874,1096,720,263,415,103,247
891299,109626,113276,95480,53438,27127,666319,891299,158140,215568,424137,402190,845193,157501,682029,269794,218931,39922,73763,18489,41427
